altitude_m,temperature_C,pressure_hPa
19840.26171875,-60.162017822265625,59.7720947265625
20219.001953125,-59.04747009277344,56.25667953491211
20609.42578125,-58.173736572265625,52.86442947387695
21011.638671875,-57.467559814453125,49.5952262878418
21425.966796875,-56.6163330078125,46.449832916259766
21853.17578125,-55.49620056152344,43.428741455078125
22293.771484375,-54.53294372558594,40.532108306884766
22747.705078125,-53.85884094238281,37.759796142578125
23215.11328125,-53.18782043457031,35.111061096191406
23697.091796875,-52.035736083984375,32.584312438964844
24194.625,-51.106781005859375,30.177553176879883
24708.181640625,-50.20698547363281,27.88869857788086
25237.916015625,-49.81089782714844,25.715593338012695
25783.703125,-49.67192077636719,23.6560115814209
26346.826171875,-48.885101318359375,21.707639694213867
26929.603515625,-47.637542724609375,19.86807632446289
27533.494140625,-46.536224365234375,18.134841918945312
28159.3359375,-45.499908447265625,16.505359649658203
28807.900390625,-44.694671630859375,14.976964950561523
29480.884765625,-43.3487548828125,13.546902656555176
30181.16015625,-41.555267333984375,12.212320327758789
30911.013671875,-39.76011657714844,10.970274925231934
31671.640625,-38.31016540527344,9.817730903625488
32463.8125,-37.1539306640625,8.751564025878906
33289.734375,-35.5247802734375,7.768559455871582
34152.80859375,-33.64781188964844,6.865420341491699
35059.09765625,-30.028961181640625,6.038766860961914
36014.78515625,-26.461822509765625,5.285147666931152
37020.74609375,-24.089645385742188,4.601042747497559
38075.73046875,-22.750335693359375,3.9828743934631348
39180.3828125,-21.613693237304688,3.427015781402588
40341.14453125,-18.937576293945312,2.9298017024993896
41570.0234375,-14.4727783203125,2.4875426292419434
42875.625,-10.454193115234375,2.0965375900268555
44257.4296875,-8.507537841796875,1.7530899047851562
45707.7265625,-9.499053955078125,1.4535245895385742
47222.91796875,-10.5679931640625,1.1942062377929688
48808.86328125,-11.235260009765625,0.971558153629303
50469.859375,-12.724334716796875,0.7820823192596436
52200.93359375,-16.7203369140625,0.6223801970481873
53995.59765625,-21.545639038085938,0.4891735017299652
55852.171875,-27.260147094726562,0.3793247640132904
57770.80078125,-33.157958984375,0.2898571491241455
59752.859375,-39.617706298828125,0.2179732471704483
61794.546875,-47.4281005859375,0.16107177734375
63893.015625,-55.267822265625,0.1167619526386261
66060.09375,-61.314544677734375,0.08287471532821655
68319.6796875,-65.612060546875,0.057470306754112244
70694.7265625,-69.13056945800781,0.038841623812913895
73201.34375,-72.7139892578125,0.025513028725981712
77525.09375,-75.91326904296875,0.01500182505697012
